"function";"bitsAmount";"oldMethod";"ourMethod"
"or";684;0,0012349843978881835;0,004935014247894287
"and";684;0,0010599911212921143;0,004649996757507324
"getBestSegments";684;0,03580007553100586;0,009244978427886963
"or";685;0,0012499988079071045;0,004909992218017578
"and";685;0,00107000470161438;0,004580008983612061
"getBestSegments";685;0,030074995756149293;0,009364986419677734
"or";686;0,0012299954891204835;0,004945015907287598
"and";686;0,0010800182819366456;0,0045599818229675295
"getBestSegments";686;0,030254995822906493;0,00945497751235962
"or";687;0,0012200057506561279;0,005005019903182984
"and";687;0,0010499954223632812;0,004565000534057617
"getBestSegments";687;0,030579972267150878;0,009535014629364014
"or";688;0,0012300074100494384;0,005010002851486206
"and";688;0,001090008020401001;0,0045499980449676515
"getBestSegments";688;0,030350035429000853;0,009499973058700562
"or";689;0,001230013370513916;0,004879993200302124
"and";689;0,001054990291595459;0,004620009660720825
"getBestSegments";689;0,030525052547454835;0,014839977025985718
"or";690;0,0012700140476226806;0,004925006628036499
"and";690;0,0010699748992919922;0,004615002870559692
"getBestSegments";690;0,030349975824356078;0,009555000066757201
"or";691;0,0012450039386749268;0,004949992895126343
"and";691;0,001060020923614502;0,004604983329772949
"getBestSegments";691;0,029754966497421265;0,00928502082824707
"or";692;0,0013949990272521973;0,00503498911857605
"and";692;0,0011299967765808106;0,004644995927810669
"getBestSegments";692;0,042205017805099485;0,010164982080459595
"or";693;0,0012499988079071045;0,005049985647201538
"and";693;0,0011400043964385985;0,004655003547668457
"getBestSegments";693;0,033055007457733154;0,009354978799819946
"or";694;0,0012899935245513916;0,005014979839324951
"and";694;0,0011150121688842773;0,004619985818862915
"getBestSegments";694;0,03430997729301453;0,009850025177001953
"or";695;0,0013950109481811524;0,005120003223419189
"and";695;0,001160001754760742;0,004620009660720825
"getBestSegments";695;0,034819990396499634;0,009495025873184204
"or";696;0,0012649953365325927;0,004929983615875244
"and";696;0,00116502046585083;0,004654997587203979
"getBestSegments";696;0,034580004215240476;0,009339994192123413
"or";697;0,0109549880027771;0,004924982786178589
"and";697;0,0011600136756896972;0,0046300053596496586
"getBestSegments";697;0,03456498980522156;0,009539991617202759
"or";698;0,010989993810653687;0,00504000186920166
"and";698;0,001074981689453125;0,004655003547668457
"getBestSegments";698;0,03147003650665283;0,009884965419769288
"or";699;0,0013299763202667236;0,005010002851486206
"and";699;0,001100003719329834;0,004664981365203857
"getBestSegments";699;0,03249002695083618;0,009929972887039184
"or";700;0,0012250125408172607;0,004989981651306152
"and";700;0,0011200010776519775;0,004634994268417359
"getBestSegments";700;0,03094996213912964;0,009550046920776368
"or";701;0,0013399958610534669;0,006010007858276367
"and";701;0,0011749863624572754;0,004730015993118286
"getBestSegments";701;0,03749001622200012;0,010019975900650024
"or";702;0,0013550162315368653;0,005079984664916992
"and";702;0,0011249959468841552;0,004795008897781372
"getBestSegments";702;0,03384994864463806;0,009765040874481202
"or";703;0,0012850046157836914;0,005094999074935913
"and";703;0,001129990816116333;0,004754996299743653
"getBestSegments";703;0,031009984016418458;0,01986002326011658
"or";704;0,0012550055980682373;0,0052700042724609375
"and";704;0,0010900139808654786;0,0047200024127960205
"getBestSegments";704;0,030235028266906737;0,00962492823600769
"or";705;0,0013500034809112548;0,005104982852935791
"and";705;0,0011350035667419434;0,00475999116897583
"getBestSegments";705;0,04155501127243042;0,00950995683670044
"or";706;0,001284998655319214;0,005084997415542603
"and";706;0,0011099934577941894;0,004795002937316895
"getBestSegments";706;0,036695027351379396;0,00965997576713562
"or";707;0,0013200044631958008;0,005134999752044678
"and";707;0,001109999418258667;0,004784989356994629
"getBestSegments";707;0,036054974794387816;0,009670042991638183
"or";708;0,0012749969959259034;0,005060005187988281
"and";708;0,0011249959468841552;0,0048450112342834474
"getBestSegments";708;0,030840015411376952;0,009779953956604004
"or";709;0,0012600123882293701;0,005074989795684814
"and";709;0,0010799944400787353;0,004635000228881836
"getBestSegments";709;0,031255018711090085;0,016405004262924194
"or";710;0,0012950062751770019;0,005155003070831299
"and";710;0,0011199891567230224;0,00471000075340271
"getBestSegments";710;0,03125498294830322;0,009869986772537231
"or";711;0,0012800097465515137;0,005094981193542481
"and";711;0,001100015640258789;0,004699987173080444
"getBestSegments";711;0,03746994137763977;0,009950095415115356
"or";712;0,001260000467300415;0,005070000886917114
"and";712;0,0011249780654907227;0,004680007696151733
"getBestSegments";712;0,031685012578964236;0,00994003415107727
"or";713;0,0012549996376037599;0,0050999999046325685
"and";713;0,0010999917984008789;0,0047600030899047855
"getBestSegments";713;0,031179988384246828;0,009690010547637939
"or";714;0,0012550115585327148;0,005175000429153443
"and";714;0,0011599957942962646;0,004725015163421631
"getBestSegments";714;0,03112500309944153;0,014880013465881348
"or";715;0,001265019178390503;0,005114996433258056
"and";715;0,0011400103569030762;0,004749995470046997
"getBestSegments";715;0,03092496991157532;0,009680026769638061
"or";716;0,0012500107288360596;0,005105012655258178
"and";716;0,0011199891567230224;0,0052700042724609375
"getBestSegments";716;0,030485010147094725;0,009515005350112914
"or";717;0,0013649880886077881;0,005200004577636719
"and";717;0,0011199891567230224;0,0048049986362457275
"getBestSegments";717;0,04224501252174377;0,009609997272491455
"or";718;0,0012600183486938476;0,005134999752044678
"and";718;0,0011349916458129883;0,004760026931762695
"getBestSegments";718;0,03136503100395203;0,009799951314926147
"or";719;0,0012950122356414795;0,005139994621276856
"and";719;0,0010950267314910889;0,004919981956481934
"getBestSegments";719;0,030994987487792967;0,00968998670578003
"or";720;0,0012700021266937255;0,005289995670318603
"and";720;0,0011150002479553222;0,004804974794387818
"getBestSegments";720;0,03036501407623291;0,009459984302520753
"or";721;0,0012849807739257813;0,0051400184631347655
"and";721;0,0011099815368652345;0,004794996976852417
"getBestSegments";721;0,038595002889633176;0,009735035896301269
"or";722;0,0012650012969970704;0,005210000276565552
"and";722;0,001125001907348633;0,004799985885620117
"getBestSegments";722;0,031785053014755246;0,015235012769699097
"or";723;0,0013050079345703126;0,005150002241134643
"and";723;0,0011150002479553222;0,004815006256103515
"getBestSegments";723;0,031455010175704956;0,014879971742630005
"or";724;0,0012650012969970704;0,005169999599456787
"and";724;0,0011050045490264893;0,00484999418258667
"getBestSegments";724;0,03234502673149109;0,009995001554489135
"or";725;0,0013100206851959229;0,005210006237030029
"and";725;0,0011249959468841552;0,004820001125335693
"getBestSegments";725;0,031015020608901978;0,009820008277893066
"or";726;0,001305001974105835;0,005199992656707763
"and";726;0,0011249780654907227;0,00481000542640686
"getBestSegments";726;0,031315016746521;0,00974501371383667
"or";727;0,001305001974105835;0,005205017328262329
"and";727;0,0011400043964385985;0,004819995164871216
"getBestSegments";727;0,03142501711845398;0,009784996509552002
"or";728;0,0012549936771392822;0,005320006608963012
"and";728;0,0011100172996520996;0,004889994859695435
"getBestSegments";728;0,03141501545906067;0,009755003452301025
"or";729;0,001279991865158081;0,005249994993209839
"and";729;0,001145017147064209;0,004844993352890015
"getBestSegments";729;0,03260500431060791;0,010110056400299073
"or";730;0,001289999485015869;0,0052749931812286375
"and";730;0,0011400043964385985;0,004960000514984131
"getBestSegments";730;0,031864994764328004;0,009865009784698486
"or";731;0,001269996166229248;0,005270010232925415
"and";731;0,001130002737045288;0,004880005121231079
"getBestSegments";731;0,030120044946670532;0,009369999170303345
"or";732;0,0013199985027313233;0,005334991216659546
"and";732;0,0011299967765808106;0,004805022478103637
"getBestSegments";732;0,03296000361442566;0,010015010833740234
"or";733;0,0013000071048736572;0,005314981937408448
"and";733;0,0011300086975097657;0,004874980449676514
"getBestSegments";733;0,031585031747817995;0,00991501212120056
"or";734;0,001314997673034668;0,005314987897872925
"and";734;0,0011500000953674316;0,004914993047714233
"getBestSegments";734;0,03212001919746399;0,009959942102432251
"or";735;0,0013249993324279785;0,005279994010925293
"and";735;0,001130002737045288;0,00484999418258667
"getBestSegments";735;0,03643499612808228;0,016689956188201904
"or";736;0,0013350069522857666;0,00532999038696289
"and";736;0,0011449873447418213;0,0049750030040740965
"getBestSegments";736;0,03796499967575073;0,010140013694763184
"or";737;0,001260000467300415;0,00530499815940857
"and";737;0,0011449813842773437;0,0049300134181976315
"getBestSegments";737;0,03623003363609314;0,009579968452453614
"or";738;0,0013000011444091798;0,005345010757446289
"and";738;0,0011200010776519775;0,00494498610496521
"getBestSegments";738;0,040084975957870486;0,010320031642913818
"or";739;0,0012949824333190918;0,005225002765655518
"and";739;0,0011499941349029541;0,005065000057220459
"getBestSegments";739;0,03395000696182251;0,0100150465965271
"or";740;0,001260000467300415;0,005340009927749634
"and";740;0,001125001907348633;0,0049799919128417965
"getBestSegments";740;0,03871006965637207;0,010224956274032592
"or";741;0,001294994354248047;0,005410021543502808
"and";741;0,00116499662399292;0,004879999160766602
"getBestSegments";741;0,03363497257232666;0,010244977474212647
"or";742;0,0012750029563903809;0,005369997024536133
"and";742;0,0011399924755096436;0,0048549890518188475
"getBestSegments";742;0,03206496834754944;0,009905016422271729
"or";743;0,0012800157070159911;0,005394995212554932
"and";743;0,0011199951171875;0,004944998025894165
"getBestSegments";743;0,032204937934875486;0,014795053005218505
"or";744;0,0012900114059448242;0,005344986915588379
"and";744;0,0011300384998321534;0,004949992895126343
"getBestSegments";744;0,034084975719451904;0,010529989004135131
"or";745;0,0013250112533569336;0,005335003137588501
"and";745;0,0011250138282775878;0,004964989423751831
"getBestSegments";745;0,038269984722137454;0,010360014438629151
"or";746;0,0013099968433380126;0,005429989099502564
"and";746;0,0011699974536895752;0,004874992370605469
"getBestSegments";746;0,03391006588935852;0,010694915056228637
"or";747;0,0013200044631958008;0,005300015211105347
"and";747;0,0011950016021728515;0,005044996738433838
"getBestSegments";747;0,03364002704620361;0,010370028018951417
"or";748;0,0014049947261810304;0,005415010452270508
"and";748;0,0011899888515472413;0,005050015449523926
"getBestSegments";748;0,03673998713493347;0,010144972801208496
"or";749;0,001354992389678955;0,005375015735626221
"and";749;0,0011999785900115966;0,005065011978149414
"getBestSegments";749;0,04137997031211853;0,01644006371498108
"or";750;0,0013749897480010986;0,005360019207000732
"and";750;0,00116998553276062;0,004995012283325195
"getBestSegments";750;0,03796002864837646;0,009824991226196289
"or";751;0,0013249993324279785;0,005369997024536133
"and";751;0,001184999942779541;0,00504000186920166
"getBestSegments";751;0,04119505882263184;0,010524946451187133
"or";752;0,0013599932193756104;0,005419999361038208
"and";752;0,0011850118637084961;0,005054986476898194
"getBestSegments";752;0,03968501091003418;0,010239982604980468
"or";753;0,0013200104236602782;0,005320006608963012
"and";753;0,001160001754760742;0,005075013637542725
"getBestSegments";753;0,03785997033119202;0,01568000316619873
"or";754;0,0013500034809112548;0,005424988269805908
"and";754;0,0011900007724761964;0,005134999752044678
"getBestSegments";754;0,037264961004257205;0,010335016250610351
"or";755;0,0013149797916412354;0,005495011806488037
"and";755;0,001184988021850586;0,005180001258850098
"getBestSegments";755;0,032764971256256104;0,010254997014999389
"or";756;0,0013100087642669677;0,00540497899055481
"and";756;0,0011899888515472413;0,005020004510879516
"getBestSegments";756;0,03423498868942261;0,010700005292892455
"or";757;0,0013100028038024903;0,005279988050460815
"and";757;0,0011500120162963867;0,00504499077796936
"getBestSegments";757;0,03304998874664307;0,010059982538223267
"or";758;0,001419997215270996;0,005554986000061035
"and";758;0,001239997148513794;0,005130010843276978
"getBestSegments";758;0,034460043907165526;0,009964972734451294
"or";759;0,00841999650001526;0,005460000038146973
"and";759;0,0011899948120117187;0,00508500337600708
"getBestSegments";759;0,03631002902984619;0,010239940881729127
"or";760;0,001320016384124756;0,005450004339218139
"and";760;0,0011999905109405518;0,004964989423751831
"getBestSegments";760;0,03367993235588074;0,010390084981918336
"or";761;0,0013249993324279785;0,005495005846023559
"and";761;0,001194983720779419;0,005050003528594971
"getBestSegments";761;0,03396995067596435;0,010405033826828003
"or";762;0,0013250052928924561;0,0054350078105926515
"and";762;0,001194995641708374;0,005099987983703614
"getBestSegments";762;0,03340004682540894;0,01032995581626892
"or";763;0,0013300180435180664;0,005535012483596802
"and";763;0,0011900246143341064;0,005094993114471436
"getBestSegments";763;0,03324998617172241;0,010280019044876099
"or";764;0,0013549864292144776;0,005420005321502686
"and";764;0,0012350022792816163;0,0056149959564208984
"getBestSegments";764;0,03249500989913941;0,010034924745559693
"or";765;0,0013549983501434325;0,005539989471435547
"and";765;0,0011950135231018066;0,0051050007343292235
"getBestSegments";765;0,033975011110305785;0,010494983196258545
"or";766;0,0013300240039825439;0,0053900182247161865
"and";766;0,001179981231689453;0,005119985342025757
"getBestSegments";766;0,03439999222755432;0,010519987344741822
"or";767;0,0013200044631958008;0,0056149959564208984
"and";767;0,001195019483566284;0,0051049947738647464
"getBestSegments";767;0,03313000798225403;0,010094970464706421
"or";768;0,0013350069522857666;0,005564987659454346
"and";768;0,0011700153350830077;0,005080008506774902
"getBestSegments";768;0,034124952554702756;0,010600030422210693
"or";769;0,0013599932193756104;0,005535024404525757
"and";769;0,00116499662399292;0,005074989795684814
"getBestSegments";769;0,04384002089500427;0,010700017213821411
"or";770;0,0014099955558776855;0,005620002746582031
"and";770;0,0012049973011016846;0,005084997415542603
"getBestSegments";770;0,03558496832847595;0,01054002046585083
"or";771;0,0013599991798400879;0,005554991960525513
"and";771;0,001230001449584961;0,005144995450973511
"getBestSegments";771;0,039845019578933716;0,010270094871520996
"or";772;0,0013550043106079102;0,005485016107559204
"and";772;0,0012199938297271728;0,005170005559921265
"getBestSegments";772;0,041949999332427976;0,010675007104873657
"or";773;0,0013800263404846191;0,005515009164810181
"and";773;0,0012199938297271728;0,0051800072193145755
"getBestSegments";773;0,04064497947692871;0,010590028762817384
"or";774;0,001354992389678955;0,00559999942779541
"and";774;0,0011799991130828857;0,005185002088546753
"getBestSegments";774;0,038839972019195555;0,01733505129814148
"or";775;0,0013549983501434325;0,005585008859634399
"and";775;0,001224982738494873;0,00516999363899231
"getBestSegments";775;0,03924504518508911;0,010369950532913208
"or";776;0,0013649940490722656;0,005569982528686524
"and";776;0,0012250006198883056;0,005119991302490234
"getBestSegments";776;0,049600034952163696;0,010795015096664428
"or";777;0,0013899922370910645;0,005524986982345581
"and";777;0,001230001449584961;0,005255007743835449
"getBestSegments";777;0,04070002436637878;0,0107049822807312
"or";778;0,0016150236129760741;0,0056149840354919435
"and";778;0,0012250065803527832;0,0051000058650970456
"getBestSegments";778;0,04389997720718384;0,011154943704605102
"or";779;0,0013949930667877196;0,005660003423690796
"and";779;0,0012550175189971924;0,005224990844726563
"getBestSegments";779;0,03786003589630127;0,010529965162277222
"or";780;0,0013850152492523194;0,005565023422241211
"and";780;0,0012250006198883056;0,005189985036849976
"getBestSegments";780;0,04019998908042908;0,010450047254562379
"or";781;0,0013850033283233643;0,005674999952316284
"and";781;0,001224982738494873;0,005290025472640991
"getBestSegments";781;0,0347599983215332;0,010799992084503173
"or";782;0,0013599932193756104;0,005539995431900024
"and";782;0,0012549996376037599;0,005250012874603272
"getBestSegments";782;0,034854996204376223;0,010685038566589356
"or";783;0,0013850033283233643;0,005685001611709595
"and";783;0,0012200057506561279;0,005235004425048828
"getBestSegments";783;0,040375030040740965;0,010670018196105958
"or";784;0,001344996690750122;0,0056599915027618405
"and";784;0,0012150049209594727;0,005289989709854126
"getBestSegments";784;0,032475000619888304;0,010170024633407593
"or";785;0,0013950049877166748;0,0055899977684021
"and";785;0,0012249886989593507;0,005245012044906616
"getBestSegments";785;0,034665036201477054;0,010630005598068237
"or";786;0,0013799965381622314;0,005669987201690674
"and";786;0,0011900007724761964;0,005309998989105225
"getBestSegments";786;0,04150499701499939;0,010355031490325928
"or";787;0,0013450026512145997;0,00568000078201294
"and";787;0,001194983720779419;0,0052299976348876955
"getBestSegments";787;0,04389499425888062;0,016359990835189818
"or";788;0,0013650059700012207;0,005699998140335083
"and";788;0,001220017671585083;0,005264997482299805
"getBestSegments";788;0,04451501965522766;0,011119991540908813
"or";789;0,001380002498626709;0,005600005388259888
"and";789;0,001204979419708252;0,012229996919631957
"getBestSegments";789;0,036119991540908815;0,01072501540184021
"or";790;0,0014450132846832275;0,005645006895065308
"and";790;0,0012200057506561279;0,005215013027191162
"getBestSegments";790;0,03448500633239746;0,010664969682693481
"or";791;0,0013750195503234863;0,005639982223510742
"and";791;0,0012049913406372071;0,005280011892318725
"getBestSegments";791;0,033454996347427365;0,010159975290298462
"or";792;0,001389998197555542;0,005635005235671997
"and";792;0,0012550055980682373;0,005250012874603272
"getBestSegments";792;0,034765046834945676;0,01066497564315796
"or";793;0,0013999998569488525;0,005809986591339111
"and";793;0,0011999845504760743;0,005345016717910767
"getBestSegments";793;0,03626003861427307;0,01655998229980469
"or";794;0,0014100074768066406;0,005665016174316406
"and";794;0,00121498703956604;0,005264997482299805
"getBestSegments";794;0,034585070610046384;0,010734975337982178
"or";795;0,0013649880886077881;0,005670017004013062
"and";795;0,0011949777603149415;0,005255007743835449
"getBestSegments";795;0,035875004529953;0,010985034704208373
"or";796;0,0014099955558776855;0,0056950032711029054
"and";796;0,0012050151824951171;0,005299991369247437
"getBestSegments";796;0,03712003231048584;0,011234921216964722
"or";797;0,0014699816703796387;0,005790013074874878
"and";797;0,0012800097465515137;0,005354994535446167
"getBestSegments";797;0,04429502487182617;0,010954976081848145
"or";798;0,0014450132846832275;0,005754995346069336
"and";798;0,0012400031089782714;0,005344998836517334
"getBestSegments";798;0,03494001030921936;0,010724955797195434
"or";799;0,0014100015163421632;0,0058699965476989744
"and";799;0,0012649893760681152;0,0053550124168395994
"getBestSegments";799;0,03471500277519226;0,010795009136199952
"or";800;0,0013999998569488525;0,00573500394821167
"and";800;0,0012500107288360596;0,0053550124168395994
"getBestSegments";800;0,03549497127532959;0,01989498734474182
"or";801;0,0014699935913085938;0,005735015869140625
"and";801;0,0012250006198883056;0,005379992723464966
"getBestSegments";801;0,036285018920898436;0,01116495132446289
"or";802;0,001504993438720703;0,005809998512268067
"and";802;0,0012599945068359375;0,00541999340057373
"getBestSegments";802;0,0407299280166626;0,011040049791336059
"or";803;0,0015149950981140138;0,005850005149841309
"and";803;0,0012749969959259034;0,005365002155303955
"getBestSegments";803;0,03983504772186279;0,010899955034255981
"or";804;0,0014050006866455078;0,005825006961822509
"and";804;0,0012650012969970704;0,00546000599861145
"getBestSegments";804;0,03530501127243042;0,01085999608039856
"or";805;0,001419997215270996;0,0058600068092346195
"and";805;0,0012649774551391601;0,005410009622573852
"getBestSegments";805;0,036310017108917236;0,01118491291999817
"or";806;0,0013899922370910645;0,005749982595443725
"and";806;0,0012450098991394043;0,005390012264251709
"getBestSegments";806;0,035519999265670774;0,010865044593811036
"or";807;0,0014249980449676514;0,00583999752998352
"and";807;0,0012349903583526612;0,005400013923645019
"getBestSegments";807;0,03464500904083252;0,015749990940093994
"or";808;0,0015100061893463135;0,005890011787414551
"and";808;0,0013199985027313233;0,005594980716705322
"getBestSegments";808;0,03963501453399658;0,0116199791431427
"or";809;0,001424992084503174;0,005824977159500122
"and";809;0,0012650012969970704;0,005415040254592896
"getBestSegments";809;0,0410399854183197;0,010890030860900879
"or";810;0,001435011625289917;0,005854988098144531
"and";810;0,0013149917125701905;0,005385005474090576
"getBestSegments";810;0,04330499172210693;0,01121998429298401
"or";811;0,0014750003814697266;0,005720019340515137
"and";811;0,0012450039386749268;0,005434983968734741
"getBestSegments";811;0,04744500517845154;0,010660046339035034
"or";812;0,001415008306503296;0,005760002136230469
"and";812;0,0012550294399261475;0,005390006303787232
"getBestSegments";812;0,03565003275871277;0,010854929685592651
"or";813;0,001454991102218628;0,005859988927841187
"and";813;0,0013049900531768798;0,005479991436004639
"getBestSegments";813;0,036410003900527954;0,011135023832321168
"or";814;0,001444995403289795;0,005835002660751343
"and";814;0,0012649834156036378;0,005334991216659546
"getBestSegments";814;0,03684491515159607;0,010730057954788208
"or";815;0,0014050006866455078;0,005799990892410278
"and";815;0,0012649834156036378;0,005430001020431519
"getBestSegments";815;0,04193500280380249;0,010989975929260255
"or";816;0,0014150023460388183;0,005944991111755371
"and";816;0,001250004768371582;0,005454999208450317
"getBestSegments";816;0,03649502396583557;0,011314988136291504
"or";817;0,0013999879360198975;0,00596502423286438
"and";817;0,0012549757957458496;0,005439990758895874
"getBestSegments";817;0,034954953193664554;0,010795032978057862
"or";818;0,0013950049877166748;0,005830001831054687
"and";818;0,0012849926948547362;0,005500012636184692
"getBestSegments";818;0,03551501631736755;0,010974949598312378
"or";819;0,0014450013637542724;0,00577499270439148
"and";819;0,0012400090694427491;0,005460000038146973
"getBestSegments";819;0,046574974060058595;0,01091998815536499
"or";820;0,0014299988746643067;0,005925017595291138
"and";820;0,001245015859603882;0,005479967594146729
"getBestSegments";820;0,044704973697662354;0,016780024766921996
"or";821;0,0014200031757354737;0,005860018730163574
"and";821;0,0012649953365325927;0,005470001697540283
"getBestSegments";821;0,05078505277633667;0,011289936304092408
"or";822;0,0013950049877166748;0,005934989452362061
"and";822;0,0012400031089782714;0,005495005846023559
"getBestSegments";822;0,04003000259399414;0,010655015707015991
"or";823;0,001389998197555542;0,006010007858276367
"and";823;0,0012549936771392822;0,005509990453720093
"getBestSegments";823;0,04482502937316894;0,01141003966331482
"or";824;0,0014400184154510498;0,005910009145736694
"and";824;0,0012599885463714599;0,005519998073577881
"getBestSegments";824;0,042974984645843504;0,0109499990940094
"or";825;0,0014000058174133301;0,005920004844665527
"and";825;0,0012399792671203614;0,005499988794326782
"getBestSegments";825;0,045084971189498904;0,01125504970550537
"or";826;0,0014400064945220947;0,0059100031852722164
"and";826;0,0012349903583526612;0,005474990606307984
"getBestSegments";826;0,04376000165939331;0,011165016889572143
"or";827;0,0014149785041809083;0,005920004844665527
"and";827;0,0012850046157836914;0,0056050121784210205
"getBestSegments";827;0,044954991340637206;0,011274999380111695
"or";828;0,0014300048351287842;0,006024998426437378
"and";828;0,0012749791145324706;0,005510008335113526
"getBestSegments";828;0,04501001834869385;0,011449998617172242
"or";829;0,001419997215270996;0,006034982204437256
"and";829;0,0012650132179260255;0,005600005388259888
"getBestSegments";829;0,04319500327110291;0,011184990406036377
"or";830;0,0014149904251098632;0,006020009517669678
"and";830;0,001294994354248047;0,0055299878120422365
"getBestSegments";830;0,044325011968612674;0,011164975166320801
"or";831;0,0014349997043609619;0,006010007858276367
"and";831;0,001249980926513672;0,00555499792098999
"getBestSegments";831;0,043240022659301755;0,011485022306442261
"or";832;0,0014299988746643067;0,005980002880096436
"and";832;0,0012499868869781494;0,005540001392364502
"getBestSegments";832;0,03783001303672791;0,01157500147819519
"or";833;0,0014450013637542724;0,0060150146484375
"and";833;0,0012700021266937255;0,005514997243881226
"getBestSegments";833;0,03739500045776367;0,011379987001419067
"or";834;0,001464998722076416;0,005979996919631958
"and";834;0,0012700140476226806;0,005535006523132324
"getBestSegments";834;0,0393299400806427;0,018765056133270265
"or";835;0,0014300107955932616;0,005914998054504394
"and";835;0,0012650132179260255;0,005540001392364502
"getBestSegments";835;0,04548498392105103;0,011489957571029663
"or";836;0,001425015926361084;0,005920004844665527
"and";836;0,0012799978256225586;0,005585002899169922
"getBestSegments";836;0,04546498656272888;0,011509990692138672
"or";837;0,0014450013637542724;0,005970019102096558
"and";837;0,0012750029563903809;0,005595004558563233
"getBestSegments";837;0,043774986267089845;0,011115014553070068
"or";838;0,0014499962329864503;0,006124991178512573
"and";838;0,0012800157070159911;0,005620014667510986
"getBestSegments";838;0,04474502205848694;0,011494994163513184
"or";839;0,001464998722076416;0,006054985523223877
"and";839;0,0012950003147125244;0,005684995651245117
"getBestSegments";839;0,036620044708251955;0,017684972286224364
"or";840;0,0014999985694885253;0,006074994802474976
"and";840;0,0012900114059448242;0,005684995651245117
"getBestSegments";840;0,03654998540878296;0,011339980363845825
"or";841;0,0014399886131286621;0,006019997596740723
"and";841;0,0012750089168548583;0,005595016479492188
"getBestSegments";841;0,03786001205444336;0,011534941196441651
"or";842;0,001500004529953003;0,00619000792503357
"and";842;0,0012750089168548583;0,0056149959564208984
"getBestSegments";842;0,04415002465248108;0,010895001888275146
"or";843;0,0015149950981140138;0,006110000610351563
"and";843;0,0012450218200683594;0,005634993314743042
"getBestSegments";843;0,050090038776397706;0,01130496859550476
"or";844;0,0014800012111663818;0,006085002422332763
"and";844;0,0013499915599822997;0,005699998140335083
"getBestSegments";844;0,04742496013641358;0,011944991350173951
"or";845;0,0014749825000762939;0,006125003099441528
"and";845;0,0013149857521057128;0,005634987354278564
"getBestSegments";845;0,04149001240730286;0,011144965887069702
"or";846;0,0014649927616119385;0,006189996004104614
"and";846;0,0013299882411956787;0,005620020627975464
"getBestSegments";846;0,05150997042655945;0,011494982242584228
"or";847;0,0014699995517730713;0,006119984388351441
"and";847;0,0013199925422668457;0,0055899977684021
"getBestSegments";847;0,04384998083114624;0,01145002841949463
"or";848;0,001429992914199829;0,006080013513565063
"and";848;0,0012599885463714599;0,0056100130081176754
"getBestSegments";848;0,04046502113342285;0,011225003004074096
"or";849;0,001464998722076416;0,006720012426376343
"and";849;0,0012999892234802247;0,006234979629516602
"getBestSegments";849;0,04988498091697693;0,014075034856796264
"or";850;0,002154994010925293;0,005970001220703125
"and";850;0,0012950062751770019;0,006220006942749023
"getBestSegments";850;0,03745498061180115;0,011435073614120484
"or";851;0,0014699935913085938;0,005984991788864136
"and";851;0,0013049840927124023;0,005515003204345703
"getBestSegments";851;0,037929975986480714;0,02300502061843872
"or";852;0,0014349877834320067;0,006034994125366211
"and";852;0,0012899935245513916;0,005430001020431519
"getBestSegments";852;0,03742502331733703;0,011434978246688843
"or";853;0,0014400064945220947;0,0066299974918365475
"and";853;0,0013099968433380126;0,005559986829757691
"getBestSegments";853;0,036199986934661865;0,011225014925003052
"or";854;0,0014799773693084718;0,006015020608901978
"and";854;0,0013099849224090577;0,005594980716705322
"getBestSegments";854;0,03703995943069458;0,020805013179779053
"or";855;0,0015350043773651122;0,0060799896717071535
"and";855;0,0013049960136413575;0,006554996967315674
"getBestSegments";855;0,041365021467208864;0,011584949493408204
"or";856;0,00149000883102417;0,0059949994087219235
"and";856;0,0013100028038024903;0,005729979276657105
"getBestSegments";856;0,04672999978065491;0,011559998989105225
"or";857;0,001519995927810669;0,006014996767044067
"and";857;0,0012799978256225586;0,005579990148544311
"getBestSegments";857;0,03767000436782837;0,01151002049446106
"or";858;0,0014950037002563477;0,0060650169849395755
"and";858;0,0013799965381622314;0,005544990301132202
"getBestSegments";858;0,037554997205734256;0,011455017328262328
"or";859;0,0014799952507019043;0,006144982576370239
"and";859;0,0013250052928924561;0,005610007047653198
"getBestSegments";859;0,04311500191688537;0,011965000629425048
"or";860;0,0014549970626831054;0,006115001440048218
"and";860;0,0013100087642669677;0,006384998559951782
"getBestSegments";860;0,035744976997375486;0,017060017585754393
"or";861;0,001454991102218628;0,006095004081726074
"and";861;0,0013749837875366212;0,006095004081726074
"getBestSegments";861;0,03655998110771179;0,011879944801330566
"or";862;0,0014799833297729492;0,005960029363632202
"and";862;0,001285010576248169;0,017664992809295656
"getBestSegments";862;0,03763495683670044;0,011575061082839965
"or";863;0,0014300048351287842;0,006059986352920532
"and";863;0,0012949824333190918;0,005580002069473266
"getBestSegments";863;0,046145039796829226;0,01170998215675354
"or";864;0,0014350056648254395;0,006094986200332641
"and";864;0,0012800097465515137;0,005704998970031738
"getBestSegments";864;0,037984997034072876;0,012314993143081664
"or";865;0,0014450013637542724;0,0059850096702575685
"and";865;0,0012749969959259034;0,005600005388259888
"getBestSegments";865;0,03843499422073364;0,01877501606941223
"or";866;0,001519995927810669;0,0060849785804748535
"and";866;0,0013150036334991454;0,005720013380050659
"getBestSegments";866;0,0370499849319458;0,011254996061325073
"or";867;0,0014700114727020264;0,006059998273849487
"and";867;0,001315009593963623;0,00568498969078064
"getBestSegments";867;0,036820012331008914;0,01130002737045288
"or";868;0,0014950037002563477;0,00681501030921936
